Id,Expected,Rooms,SqrMeters,Floor,Location,Description
304,312682,2,51.7,1,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
305,209000,3,43,5,Poznań Raszyn,| Okazja - mieszkanie 3 pokojowe w cenie 2 pokojowego. Na sprzedaż funkcjonalne słoneczne 2-pokojowe mieszkanie 43 m2 z loggią (do użytkowania 50m2) z dodatkowym trzecim pokojem 7m2 cały lokal po kapitalnym remoncie na 5 piętrze w wysokim...
306,365000,3,66,1,Poznań Szczepankowo ul. Roślinna,Ciche mieszkanie na parterze w bloku mieszkalnym w Poznaniu w dzielnicy Szczepankowo. Trzy pokoje okna wychodzące na wschód zachód; widok na pole. Standard wykończenia: Ściany - tynk; Podłogi - parkiet; Rodzaj okien - PCV. Do lokalu...
307,399000,4,85.25,4,Poznań Wilda Wilda ul. Św. Jerzego,NIERUCHOMOŚĆ DOSTĘPNA WYŁACZNIE W NASZEJ FIRMIE. | Przytulne 4-pokojowe mieszkanie Dolna Wilda! Całkowita powierzchnia lokalu to 85 25 m2 + 4 m2 piwnica. Składają się na nią sypialnia 3 pokoje kuchnia łazienka osobno z wc i przedpokój....
308,239000,2,42,2,Poznań Jeżyce Sołacz Centrum Winogrady Ogrody ul. Dąbrowskiego - Niski Blok!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu 2 pokojowe mieszkanie położone na Jeżycach ( ul. Dąbrowskiego ). Na 42 m2 składają się dwa ustawne pokoje osobna...
309,274000,3,77,16,Poznań Rataje Śródka Centrum Wilda Łazarz Zawady ul. Armii Krajowej - Okazja!!! Tylko U Nas!!!,MIESZKANIE WOLNE OD ZARAZ!!! BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 3 pokojowe położone na Ratajach ( os. Armii Krajowej ). Na 77 m2 składają...
310,590000,3,73.8,1,Poznań Rataje ul. Szczytnicka,OFERTA PROMOCYJNA - PROWIZJĘ BIURA W CAŁOŚCI POKRYWA SPRZEDAJĄCY. Na sprzedaż nowe mieszkanie zlokalizowane w Poznaniu przy przy ul. Szczytnickiej (Rataje). Mieszkanie położone na parterze w nowym budynku wybudowanym przez firmę Nickel -...
311,165000,1,29,1,Poznań Łazarz ul. Łukaszewicza,Na sprzedaż kawalerka w bloku z cegły przy ul. Łukaszewicza. Mieszkanie przeszło gruntowny remont z wymianą instalacji i okien. Na ścianach gładź na podłogach panele i gres. Układ mieszkania niezależny. Kuchnia i łazienka do wykończenia....
312,265000,3,47,2,Poznań Rataje Zawady Debiec Centrum ul. Powstań Narodowych Os.,Polecam na sprzedaż mieszkanie 3 pokojowe 47m na os Powstań Narodowych Rataje. Drugie piętro w czterokondygnacyjnym bloku. Trzy niezależne pokoje 15m 11m 7.6m kuchnia łazienka po remoncie i przestronny korytarz. Nowe drewniane okna.Na...
313,315000,2,75,3,Poznań Grunwald Łazarz ul. Hetmańska Głogowska Jarochowskiego,Jarochowskiego Hetmańska 74 8mkw 315000zł III piętro budynek po remoncie Cena do negocjacji! Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego na Łazarzu (Grunwald) przy ulicy Hetmańskiej bardzo blisko Centrum. Niski...
314,600000,3,60,1,Poznań Chwaliszewo,APARTAMENT CHWALISZEWO NOWA SIENNA Na sprzedaż komfortowy apartament o powierzchni 60 5 mkw w nowym budownictwie z 2009 roku Nowa Sienna Chwaliszewo. Apartament znajduje się na parterze z pięknym widokiem na Ostrów Tumski. Na jego...
315,350000,2,92,1,Poznań Plewiska ul. Półncona,Gorąco polecam na sprzedaż gustowne i przestronne 2-pokojowe mieszkanie o powierzchni 92m2 na nowym osiedlu szeregowców w północnej części Plewisk. Mieszkanie jest dwupoziomowe składa się z ogromnego salonu z funkcjonalnym aneksem kuchennym ...
316,150000,1,29,1,Poznań Jeżyce ul. Jana Henryka Dąbrowskiego 71,Na sprzedaż jednopokojowe mieszkanie o powierzchni 28 84 m2 położone na pierwszym piętrze w kamienicy w centrum Poznania przy ul.Jana Henryka Dąbrowskiego. Składa się ono z korytarza łazienki oraz salonu z aneksem kuchennym . Mieszkanie...
317,239000,2,42,2,Poznań Rataje ul. Os. Lecha,Rozkładowe jasne mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Rataje. Dwa pokoje okna wychodzące na południe; widok na inne budynki. Standard wykończenia: Ściany - tapeta; Podłogi - PCV; Okna - drewniane; Parapety -...
318,324000,3,68,6,Poznań Grunwald ul. Hetmańska,Polecam na sprzedaż Poznań Grunwald - 3pok. 68m2 CENA: 324 000 zł - spółdzielcze własnościowe z KW - 6p./6p. budynek z cegły - czynsz 375 zł - winda - loggia - piwnica - ogrzewanie C.O. Mieszkanie zlokalizowane przy ul....
319,275000,3,64,2,Poznań Rataje ul. Stare Żegrze,Na sprzedaż mieszkanie o powierzchni 64m2 położone na 2 piętrze w wysokim bloku na os. Stare Żegrze. Rozkład mieszkania: 3 niezależne pokoje o powierzchni ok.24m2 11 m2 10m2 jasna kuchnia o powierzchni ok.7m2 łazienka wc duży korytarz....
320,335000,3,71,11,Poznań Piątkowo ul. Os. Bolesława Chrobrego,Polecam na sprzedaż duże 3 pokojowe mieszkanie na w świetnej lokalizacji na os Bolesława Chrobrego. OFERTA W PROGRAMIE MDM! ZADZWOŃ I ZAPYTAJ O WYSOKOŚĆ DOFINANSOWANIA! Lokal o powierzchni 70 6m2 znajduje się na 11 piętrze składa się z...
321,259000,2,49,8,Poznań Piątkowo ul. Osiedle Bolesława Śmiałego,Polecam na sprzedaż ładne 2 pokojowe mieszkanie na Piątkowie na os. Bolesława Śmiałego. Mieszkanie o powierzchni 49 m2 mieści się na 8 piętrze w 16 piętrowym bloku. Układ mieszkania: - pokój 18 m2 z zadaszonym balkonem - pokój 11 5 m2 -...
322,230000,3,42.4,3,Poznań Jeżyce ul. Mylna,Polecam na sprzedaż mieszkanie 3 pokojowe w niedalekim sąsiedztwie ul. Dąbrowskiego położone na ul. Mylnej. Idealna lokalizacja na mieszkanie pod inwestycje lub na wynajem dla studentów. Mieszkanie składa się z przejściowego salonu dwóch...
323,200000,1,29,2,Poznań Grunwald,UWAGA! OFERTA W PROGRAMIE 0% PROWIZJI . KOSZTY UMOWY POŚREDNICTWA PONOSI WŁAŚCICIEL NIERUCHOMOŚCI. | Na sprzedaż nowe mieszkanie z możliwością dodania tarasu o powierzchni 12 m2 wydzielenia małej sypialni. Wewnątrz 2 okna balkonowe o...
324,310000,3,65,4,Poznań Piątkowo ul. Os. Wichrowe Wzgórze,MIESZKANIE W PROGRAMIE MDM ZAŁATWIAMY WSZYSTKIE FORMALNOŚCI ZA CIEBIE Atrakcyjne duże mieszkanie o powierzchni 64m2 położone na os. Zwycięstwa na Winogradach - zielonej dzielnicy z świetną komunikacją. Polecam bardzo ładne zadbane mieszkanie...
325,325000,3,61,3,Poznań Ogrody,Polecamy na sprzedaż bardzo ładnie położone mieszkanie 3-pokojowe na Ogrodach na trzecim piętrze w bloku 4-piętrowym.Mieszkanie składa się z trzech niezależnych pokoi kuchni łazienki i WC. W pobliżu znajduje się pętla tramwajowa i przystanki...
326,225000,2,42.2,10,Poznań Grunwald Os. Kopernika ul. Newtona,Mieszkanie 2-pokojowe w bloku na ul. Newtona. Mieszkanie znajduje się na 10 piętrze. Budynek z nową elewacją wymienione piony wodno-kan w budynku 2 windy. Układ mieszkania: 2 niezależne pokoje (ok 18m2 z balkonem; 10m2) oddzielna kuchnia z...
327,249999,3,54,1,Plewiska Rosnowo Komorniki Poznań Rosnowo,Nowa Inwestycja Komorniki – Rosnowo pod Poznaniem MDM !! Wyjątkowo Atrakcyjna Oferta Nieruchomości w PROMOCYJNEJ CENIE OD 219 999 00 zł !!!! z Ogrodem w podwyższonym standardzie deweloperskim; Nowoczesne Deweloperskie Ekonomiczne i Funkcjonalne...
328,279000,3,64,7,Poznań Rataje ul. Os. Orła Białego,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Zapraszam do zapoznania się z ofertą sprzedaży 3-pokojowego mieszkania zlokalizowanego w wysokim budynku z windą na os. Orła Białego (Rataje). Powierzchnia...
329,438691,3,77.4,2,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
330,340000,3,65,2,Poznań Winogrady ul. Kosmonautów,WINOGRADY - funkcjonalne mieszkanie na II piętrze. Zaletami nieruchomości są: lokalizacja i rozkład pomieszczeń. Lokalizacja przy rondzie Solidarności i funkcjonale 3-pokojowe mieszkanie przerobione z 4 potwierdzają atrakcyjność nieruchomości....
331,257766,2,43,3,Poznań Stare Miasto Winogrady Wilczak ul. Hawelańska Serbska Wilczak,OFERTA ZWOLNIONA Z PROWIZJI OD KUPUJĄCEGO! OFERTA 0%! Oferta z rynku pierwotnego. Dostępne mieszkania w metrażach od 43 m2 do 78 m2. Osiedle zbudowane w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów...
332,431865,3,68.55,2,Poznań Nowe Miasto ul. Milczańska,0% od kupującego!!! MALTA FOUNTAIN - 0% od kupującego - ZADZWOŃ I ZAPYTAJ O SZCZEGÓŁY OFERTY! MALTA FOUNTAIN to nowa inwestycja mieszkaniowa na mapie Poznania zlokalizowana w najbardziej atrakcyjnej części dzielnicy Nowe Miasto przy ul....
333,399000,4,86,2,Poznań Nowe Miasto ul. Ziemowita,Miejsce położone bardzo blisko centrum ale nigdy nie poczujesz się tu jak w mieście. Polecam elegancki apartament położony w kompleksie nowych bloków ul.Ziemowita- dzielnica Nowe Miasto-Antoninek w Poznaniu. Mieszkanie znajduje się w nowym bloku...
334,329999,4,74.96,1,Poznań Grunwald Junikowo,NOWA ATRAKCYJNA INWESTYCJA W PLEWISKACH OBJĘTA PROGRAMEM MDM !!! obejmująca zamknięte osiedle mieszkań w zabudowie szeregowej zlokalizowanych w cichej i spokojnej okolicy Plewisk niespełna 2km od granicy Poznania. Wszystkie mieszkania posiadają...
335,300000,3,73.4,2,Poznań Grunwald ul. Hetmańska,Rozkładowe ciche mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Trzy pokoje okna wychodzące na północ południe wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - boazeria glazura ...
336,390000,4,130,1,Poznań Wilda ul. 28 Czerwca,Oferuję do sprzedania mieszkanie w kamienicy położone na pierwszym piętrze na poznańskiej Wildzie. Lokal składa się z czterech pokoi kuchni łazienki garderoby i korytarza. Można wyodrębnić piąty pokój dzieląc 35 metrowy salon. Mieszkanie ma...
337,219999,3,47,1,Plewiska Rosnowo Komorniki Poznań,Pragniemy Zaproponować Państwu Nową Inwestycję Ceny Promocyjne!!! Wyjątkowo Atrakcyjną Ofertę Nieruchomości w PROMOCYJNEJ CENIE OD 219 999 00 zł !!!! Mieszkanie Ogród Parking teren Ogrodzony Bezpieczny!! Nowoczesne Deweloperskie Mieszkania 3-...
338,259000,2,98.96,1,Poznań Wilda ul. Czwartaków,Polecam do sprzedaży ciekawy lokal w willi przy ul. Czwartaków w Poznaniu. Całość ma powierzchnię 98.96 m2.W tej chwili funkcjonuje jako 3 odrębne kawalerki ! Doskonała inwestycja na wynajem ! Mieszkanie na parterze ma powierzchnię 67 m2....
339,299000,2,49,2,Poznań Naramowice,Polecamy!!! Lokal w pełni umeblowany o bardzo dobrym układzie na który składa się salon z balkonem i aneksem kuchennym (z możliwością zabudowania przy niewielkim wkładzie finansowym i uzyskania osobnego pomieszczenia) sypialnia przedpokój i...
340,190000,1,37.5,1,Poznań Grunwald Plewiska ul. Szałwiowa,Na sprzedaż zadbane czyste mieszkanie na Plewiskach w nowoczesnym budynku z przestronnym ogrodem i miejscem parkingowym dla każdego lokatora. Ofertowana nieruchomość znajduje sie w willi miejskiej z 2001 roku znajdującej się przy ulicy...
341,379000,3,74,1,Poznań Ogrody Centrum Jeżyce Grunwald ul. 2 Poziomowy Apartament Z Ogródkiem,Mili Państwo. Zapraszam do wnętrza bardzo przytulnej nieruchomości położonej w jednej z lepszych dzielnic Poznania OGRODY w pobliżu ulicy Pięknej. Najbliższe otoczenie to domy w zabudowie willowej piękne starodrzew i pełen dostęp do...
342,230000,2,53.86,1,Poznań Wilda ul. Rolna,Witam i polecam przestronne mieszkanie 2 pokojowe w bloku z cegły- z lat 60 ych budynek 6 piętrowy- po termoizolacji z windą . Lokal na 2 piętrze są to dwa pokoje o wielkości 18 i 12 mkw oraz jasna kuchnia z oknem. Doskonałe położenie- dobry...
343,217030,2,39.46,1,Poznań Wilda ul. Rolna 37 I 39,Nieruchomości Mieszkania Nieruchomości Mieszkania
344,214000,2,38,1,Poznań Winogrady Piątkowo Sołacz ul. Przyjaźni Os.,POLECAM NA SPRZEDAŻ Komfortowe mieszkanie na 1 piętrze z widokiem na teren zielony. Dwa niezależne pokoje. Okna skierowane na wschód. Cicha i spokojna okolica. Dobra i szybka komunikacja tramwaje autobusy PST. Blisko centrum. Do...
345,150000,1,27,1,Poznań Poznań-Wilda,Na sprzedaż kawalerka położona na parterze w odnowionej kamienicy zaledwie 400 m od Rynku Wildeckiego. Stan: do wykończenia. Mieszkanie o powierzchni 27 03 m2 składa się z: korytarz - 3 93 m2 pokój - 13 65 m2 kuchnia - 7 40 m2 łazienka -...
346,222000,2,38,1,Poznań Winogrady Piątkowo Sołacz Centrum Naramow ul. Kosmonautów - Po Remoncie!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu 2 pokojowe mieszkanie położone na Winogradach ( os. Kosmonautów ). Na 38 m2 składają się dwa ustawne i...
347,240000,2,39,2,Poznań Wilda Dębiec ul. Czeremchowa,Oferuję na sprzedaż dwupokojowe mieszkanie przy ul. Czeremchowa. Mieszkanie jest w stanie deweloperskim. Mieszkanie na drugim piętrze czteropiętrowego bloku z 2015 roku. Mieszkanie składa się z dwóch pokoi kuchni łazienki przedpokoju o...
348,185000,2,49.8,1,Poznań Starołęka ul. Głuszyna,Zapraszam do zapoznania się z ofertą sprzedaży mieszkania w spokojnej i bezpiecznej okolicy. Oferta idealna dla osób ceniących sobie komfortową przestrzeń w mieszkaniu. Mieszkanie dostępne w programie MDM ! Powierzchnię 49 8m2 tworzą: - Pokój z...
349,264000,2,48.27,3,Poznań Naramowice,Polecam na sprzedaż mieszkanie 2-pokojowe na poznańskich Naramowicach w budynku z 2006 roku. Dużym plusem lokalizacji jest bliskość terenów zielonych przy Strumieniu Różanym i Warcie a także cisza i spokój. Lokal znajduje się na 3 piętrze...
350,577000,2,57,3,Poznań Grunwald ul. Wojskowa Aleja Kasztanowa City Park Grun,OFERTA LICENCJONOWANEGO POŚREDNIKA - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. MIESZKANIE w nowoczesnym kompleksie APARTAMENTOWCÓW - KASZTANOWA ALEJA -. LOKALIZACJA - Położone na Grunwaldzie w centrum biznesu kultury i...
351,333060,2,79.3,2,Poznań Centrum ul. Mostowa,Rozkładowe przestronne mieszkanie na drugim piętrze w kamienicy w Poznaniu w dzielnicy Centrum. Dwa pokoje okna wychodzące na wschód zachód; widok na zieleń miejską. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - deska; Okna -...
352,309000,3,69.5,4,Poznań Grunwald ul. Raszkowska,Rozkładowe przestronne mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Trzy pokoje okna wychodzące na północ południe; widok na plac zabaw. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi -...
353,199000,2,29,3,Poznań Grunwald Jeżyce Górczyn Ogrody Raszyn ul. Bukowska,Polecam na sprzedaż mieszkanie przy ul. Bukowskiej. Mieszkanie usytuowane na 3 piętrze w 4 piętrowym niskim bloku. Mieszkanie po generalnym remoncie. Na powierzchnię mieszkania 29 m2 składają się 2 pokoje kuchnia z oknem łazienka oraz...
354,285000,3,48,2,Poznań Winogrady Winiary Piatkowo Sołacz ul. Przyjaźni,Polecam na sprzedaż bardzo ładne mieszkanie 3 pokojowe na osiedlu os. Przyjaźni na poznańskich Winogradach. Lokal położony w niskim bloku na drugim piętrze w niskim bloku. Na powierzchnię mieszkania 48m2 składają się: 3 pokoje o pow. 15m2;...
355,350000,3,64,1,Poznań ul. Zbyłowita,Polecam na sprzedaż mieszkanie na parterze domu 4-rodzinnego z ogródkiem w Antoninku. Mieszkanie skład się z 2 sypialni przechodniego salonu oraz kuchni i łazienki. Główne atuty nieruchomości: • cicha i spokojna okolica • w pełni wykończony...
356,230000,1,33.17,1,Poznań Stare Miasto Święty Marcin ul. Święty Marcin,Oferta bezpośrednio od właściciela nie ponosisz kosztów pośrednictwa! Jedno z 17 wyjątkowych mieszkań zlokalizowane w rewitalizowanej kamienicy przy ul. Św. Marcin. Lokal o powierzchni 33 m2 znajdujący się na pierwszym piętrze. Mieszkanie...
357,349566,3,61.22,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
358,443331,3,70.37,5,Poznań Jeżyce ul. Botaniczna,Na początku 2014 r. na poznańskich Ogrodach w jednym z najbardziej malowniczych miejsc w Poznaniu rozpoczeła się budowa Osiedla Botaniczna. Największym atutem Osiedla Botaniczna jest jego lokalizacja zapewniająca zarówno bliskość terenów...
359,318000,3,67,10,Poznań Rataje ul. Stare Żegrze,ATRAKCYJNA OFERTA 318 000 ZŁ DO NEGOCJACJI !!! Sprzedam mieszkanie 3 -pokojowe 67 m2 wyremontowane i do zamieszkania. Układ niezależny - Kuchnia 8m2 po remoncie meble nowe na wymiar + pawlacz łazienka 5m2 i WC 1 5m2 - po remoncie korytarze...
360,375000,2,60,1,Poznań Winogrady ul. Serbska / Naramowicka 47,Zapraszamy do zapoznania się z ofertą sprzedaży przestronnego mieszkania dwupokojowego znajdującego się w wysokiej klasy kompleksie ATANERA przy skrzyżowaniu ulic Naramowicka/Serbska. Budownictwo ATANERA to nowoczesne rozwiązania sprzyjające...
361,268450,2,45.5,1,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
362,200000,2,38,5,Poznań Rataje,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy....
363,320000,3,62,3,Poznań ul. Jana Iii Sobieskiego,62 m2 - 320.000 zł Zapraszam do zapoznania się z ofertą sprzedaży mieszkania o powierzchni 62 m2 położonego w Poznaniu na Piątkowie - osiedle Jana III Sobieskiego w bloku czteropiętrowym na trzecim piętrze. Nieruchomość składa się z trzech...
364,173300,1,31.5,3,Poznań Grunwald ul. Kanałowa Kolejowa Graniczna,Polecam na sprzedaż mieszkanie w zrewitalizowanej kamienicy położonej przy ulicy Kanałowej (skrzyżowanie z Kolejową Graniczną) w Poznaniu. 0 % DLA KUPUJACYCH PRZY OFERTACH DEWELOPERSKICH Mieszkanie w stanie deweloperskim. Na uwagę zasługują...
365,339000,2,40,1,Poznań Centrum Garbary Stare Miasto Starówka ul. Szewska,Oferuję na sprzedaż mieszkanie 2 pokojowe przy ul. Szewskiej w Centrum. Lokal położony jest na parterze zabytkowej kamienicy. Mieszkanie o powierzchni 40 m2 składa się z dwóch pomieszczeń (24m2 i 11m2) oraz przestronnej łazienki (5m2)....
366,344141,2,54.47,8,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
367,175000,1,32,10,Poznań Grunwald Centrum Górczyn Łazarz Ogrody ul. Galileusza - Ładny Układ!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu kawalerkę położoną na Grunwaldzie ( ul. Galileusza ). Na 32 m2 składa się ustawny pokój osobna kuchnia z oknem ...
368,456192,3,76.8,4,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
369,313572,2,54.27,4,Poznań Nowe Miasto ul. Ul. Milczańska 1,Mieszkanie w programie MDM!!! Na sprzedaż komfortowe mieszkanie o metrażu 54 27m2 na 4 piętrze przy ulicy Milczańskiej. Składa się z salonu kuchni z aneksem sypialni łazienki oraz ustawnego korytarza. Do mieszkania przynależy balkon. Mieszkanie...
